sujeto ,time ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
17,"1,25","3,321806","2,129985","0,813074","0,67679","0,281732","0,888383","2,162995","0,699875","0,726237","0,250082","6,564012","28,947689","0,874944","1,425412","0,441302","3,882277","4,111128","1,044596","0,998224","0,352009","4,427072","2,046247","1,069114","0,772794","0,361023"
17,"1,375","3,136833","1,990937","1,06515","0,648057","0,30491","0,819123","1,835155","0,818693","0,698938","0,26381","5,405955","24,875158","0,863602","1,410169","0,444896","3,971505","3,777298","1,385553","1,067757","0,328776","4,197074","1,575428","1,161699","0,781211","0,355072"
17,"1,5","2,846147","1,953487","1,342458","0,637176","0,335409","0,749244","1,520339","0,870769","0,671452","0,279499","4,300695","19,539392","0,95861","1,343895","0,458383","3,760276","3,738544","1,738679","1,083218","0,300147","3,698","1,288002","1,211967","0,790623","0,359807"
17,"1,625","2,529942","2,024809","1,594907","0,628557","0,362627","0,645174","1,229957","0,833279","0,640434","0,293685","3,334271","14,280704","1,222731","1,233019","0,474914","3,362765","3,875571","2,054115","1,021289","0,277695","3,036509","1,152089","1,241552","0,778867","0,367869"
17,"1,75","2,321563","2,264103","1,774377","0,611384","0,37936","0,526304","0,992034","0,717638","0,597102","0,305592","2,653478","10,236417","1,662648","1,091366","0,486373","2,88135","4,111488","2,279839","0,889106","0,272289","2,382871","1,258355","1,318693","0,734298","0,373536"
17,"1,875","2,351168","2,691679","1,831263","0,590311","0,385189","0,443717","0,829016","0,568728","0,541851","0,314538","2,521579","7,71611","2,208165","0,945035","0,488443","2,585972","4,370605","2,426865","0,735558","0,29241","1,981287","1,712046","1,539992","0,671296","0,379605"
17,2,"2,686207","3,235703","1,757516","0,578249","0,385628","0,462793","0,743058","0,455289","0,494573","0,318179","3,141804","6,328113","2,748404","0,821924","0,485155","2,653171","4,575615","2,534566","0,621274","0,341655","1,968096","2,510215","1,98956","0,621394","0,39635"
17,"2,125","3,490667","3,786251","1,593192","0,584011","0,389414","0,603742","0,718658","0,429684","0,481129","0,313862","4,433697","5,426587","3,133094","0,7474","0,487319","3,182714","4,659862","2,618171","0,588644","0,415194","2,46985","3,532508","2,66387","0,613011","0,433445"
17,"2,25","4,598594","4,228896","1,383918","0,605068","0,402056","0,862975","0,727583","0,492828","0,517015","0,298619","6,031312","4,565037","3,244708","0,738683","0,504749","4,066577","4,581313","2,658889","0,646207","0,498888","3,278188","4,551178","3,41097","0,652101","0,49055"
17,"2,375","5,802614","4,511264","1,164478","0,631314","0,422173","1,247932","0,741605","0,603808","0,591322","0,271229","7,46683","3,671867","3,07515","0,791389","0,537377","5,084254","4,323479","2,618672","0,765789","0,570768","4,222908","5,29321","3,968776","0,719688","0,554153"
17,"2,5","6,92305","4,697693","0,962515","0,648833","0,442233","1,664812","0,746721","0,700986","0,667601","0,234513","8,258288","2,83568","2,65927","0,87344","0,573834","5,879914","3,894708","2,433563","0,893217","0,608415","5,088427","5,598517","4,099112","0,783617","0,60249"
17,"2,625","7,430435","4,900501","0,799361","0,644683","0,452311","2,127872","0,745808","0,732202","0,703664","0,19396","8,169652","2,161182","2,090635","0,93469","0,595509","6,150051","3,356263","2,088016","0,975058","0,59798","5,542115","5,481809","3,712154","0,812946","0,614622"
17,"2,75","7,449346","5,141463","0,697788","0,619777","0,445467","2,518016","0,759267","0,688917","0,677367","0,156713","7,195206","1,681791","1,528146","0,936677","0,586206","5,776921","2,807946","1,65792","0,989788","0,540916","5,726872","5,072722","2,931574","0,799946","0,581615"
17,"2,875","6,876705","5,352318","0,650832","0,584787","0,421413","2,936233","0,816266","0,593571","0,59423","0,127974","5,791995","1,373905","1,098308","0,866868","0,541693","5,001526","2,301553","1,262597","0,945415","0,454024","5,631775","4,533908","2,020202","0,756955","0,511633"
17,3,"6,304107","5,397529","0,665708","0,549996","0,386087","3,488104","0,93116","0,47609","0,480802","0,110011","4,620988","1,244063","0,835995","0,738914","0,472502","4,285038","1,89683","1,00376","0,861981","0,362538","5,647828","4,007925","1,290512","0,702177","0,426102"
17,"3,125","5,845242","5,15162","0,748644","0,523335","0,348775","4,270453","1,089474","0,372121","0,373375","0,104528","4,103723","1,290161","0,722244","0,585931","0,399495","3,953463","1,637087","0,922779","0,762395","0,289716","5,796821","3,569953","0,941193","0,653487","0,349162"
17,"3,25","5,724191","4,564285","0,922761","0,506458","0,320345","5,197257","1,251086","0,316057","0,299574","0,113525","4,273548","1,436239","0,728827","0,446627","0,346624","4,042125","1,500562","0,986813","0,66025","0,249256","6,099559","3,20064","0,995167","0,61681","0,29927"
17,"3,375","5,795948","3,734257","1,179783","0,504238","0,308402","6,027717","1,366417","0,326792","0,267738","0,139557","4,784525","1,562254","0,802315","0,35105","0,328992","4,345369","1,421661","1,09497","0,560859","0,240421","6,317035","2,847771","1,292267","0,587403","0,283186"
17,"3,5","5,749394","2,845213","1,46943","0,524735","0,313353","6,509465","1,404256","0,401099","0,267215","0,184646","5,071149","1,575251","0,885454","0,307359","0,345403","4,483921","1,32258","1,145089","0,469565","0,250558","6,188418","2,477324","1,60767","0,560064","0,295998"
17,"3,625","5,497742","2,130656","1,745508","0,577797","0,328426","6,466526","1,358792","0,521612","0,279011","0,246921","4,875878","1,455414","0,936253","0,309968","0,380309","4,300796","1,191887","1,115125","0,397054","0,26435","5,728018","2,212487","1,803372","0,53794","0,325628"
17,"3,75","5,328706","1,760128","1,942087","0,66902","0,341875","5,907753","1,250535","0,673244","0,291829","0,31765","4,301879","1,259132","0,940422","0,349623","0,41267","3,846412","1,094265","1,066629","0,362619","0,273113","5,273499","2,235802","1,84371","0,53631","0,357597"
17,"3,875","5,67979","1,762929","2,017612","0,792202","0,342212","5,039691","1,105681","0,840595","0,308582","0,382491","3,714506","1,073002","0,900159","0,414087","0,426274","3,375534","1,10105","1,067514","0,381349","0,276617","5,302935","2,617323","1,75253","0,566172","0,378698"
17,4,"6,822164","2,024326","1,966867","0,933928","0,324519","4,142893","0,94524","0,992158","0,33616","0,426726","3,434464","0,963866","0,828602","0,490933","0,415175","3,104455","1,247046","1,148665","0,45597","0,279578","5,986123","3,244123","1,593659","0,632184","0,381559"
17,"4,125","8,454302","2,354896","1,812826","1,072383","0,291362","3,4363","0,781052","1,088084","0,377738","0,441435","3,626878","0,94249","0,743927","0,568728","0,384427","3,110712","1,492559","1,286486","0,576248","0,287415","7,172221","3,861253","1,429893","0,72836","0,366663"
17,"4,25","9,824725","2,575929","1,598421","1,182071","0,251228","3,002881","0,618381","1,099715","0,42781","0,426812","4,144279","0,9695","0,668359","0,634483","0,34749","3,292937","1,733943","1,407369","0,709964","0,304457","8,025443","4,193003","1,294929","0,837325","0,340491"
17,"4,375","10,43115","2,587461","1,365388","1,23637","0,216716","2,764784","0,474972","1,021934","0,47286","0,391354","4,598284","0,979878","0,61924","0,676611","0,320576","3,395431","1,853567","1,430403","0,813273","0,333468","8,684757","4,081765","1,180001","0,933424","0,311191"
17,"4,5","9,869485","2,37253","1,149867","1,218452","0,202858","2,605308","0,369154","0,876287","0,496996","0,348441","4,658563","0,939047","0,595828","0,691583","0,316667","3,270819","1,785907","1,321864","0,854819","0,375925","8,972168","3,59527","1,082818","0,995513","0,286979"
17,"4,625","8,59894","1,997737","1,001689","1,130773","0,222653","2,62302","0,322441","0,701408","0,493324","0,311056","4,193812","0,873903","0,592886","0,691748","0,340838","2,909852","1,550724","1,127375","0,834327","0,433715","9,684616","3,006127","1,051915","1,011967","0,276953"
17,"4,75","7,231049","1,613065","0,991234","0,995367","0,281179","3,068784","0,363616","0,537727","0,466696","0,288255","3,385288","0,846206","0,591227","0,692455","0,3865","2,510464","1,234703","0,932511","0,778217","0,508832","11,494134","2,664661","1,18224","0,979879","0,288743"
17,"4,875","6,679737","1,454011","1,170409","0,845602","0,371196","4,461222","0,50141","0,419581","0,428866","0,282664","2,586493","0,909687","0,570951","0,703504","0,439284","2,233021","0,98603","0,824809","0,720651","0,598214","14,629707","2,840736","1,537662","0,907038","0,323666"
17,5,"7,487837","1,737805","1,520282","0,713349","0,475131","6,678625","0,710889","0,366054","0,396026","0,291731","2,138721","1,067692","0,522261","0,724185","0,483247","2,15729","0,934227","0,84849","0,68452","0,690038","18,811844","3,594416","2,078009","0,811502","0,375977"
17,"5,125","9,560809","2,513371","1,92474","0,616451","0,569632","9,494049","0,959424","0,376322","0,382578","0,309106","2,227528","1,288039","0,459696","0,741402","0,505897","2,244421","1,116388","0,975044","0,67094","0,764047","23,08765","4,722771","2,651074","0,710595","0,432602"
17,"5,25","12,240716","3,631509","2,226063","0,559874","0,630937","12,034342","1,195354","0,437515","0,391526","0,326642","2,783798","1,509922","0,409393","0,738568","0,500395","2,352164","1,456128","1,125317","0,662828","0,796917","26,265144","5,859108","3,059245","0,621943","0,476642"
17,"5,375","15,261778","5,007412","2,31145","0,543698","0,642992","13,512726","1,378062","0,54374","0,413228","0,336305","3,463689","1,683619","0,398333","0,705788","0,468112","2,303463","1,80687","1,21899","0,637163","0,773384","28,13324","6,862588","3,158459","0,571817","0,493862"
17,"5,5","20,354139","6,968353","2,349033","0,575678","0,607391","13,353244","1,503598","0,692835","0,435927","0,332851","3,888255","1,824242","0,452199","0,646236","0,41894","2,111101","2,070086","1,231807","0,580818","0,695459","30,982019","8,264859","3,132777","0,593837","0,481319"
17,"5,625","31,366919","10,139777","2,722964","0,669647","0,542173","11,628113","1,589137","0,874863","0,455208","0,316197","3,864513","1,979505","0,58035","0,575751","0,366363","1,923264","2,225457","1,1877","0,500018","0,5841","38,929905","10,956644","3,390364","0,713258","0,449845"
17,"5,75","50,914169","14,803642","3,819759","0,842433","0,473368","8,956417","1,674098","1,065975","0,474327","0,291821","3,466803","2,187593","0,771767","0,534405","0,323811","1,922558","2,283452","1,136199","0,419855","0,470735","55,005394","15,430933","4,353282","0,937264","0,41792"
17,"5,875","78,300537","20,506176","5,71462","1,095965","0,424257","6,076699","1,7666","1,222333","0,497105","0,268867","3,010196","2,416257","0,989174","0,576318","0,29896","2,268986","2,257813","1,112332","0,370529","0,385361","78,910553","21,292629","6,130869","1,248958","0,402746"
17,6,"107,933014","25,952326","8,057882","1,391603","0,405908","3,800744","1,835154","1,294535","0,520763","0,257222","2,80052","2,597453","1,209527","0,732644","0,291245","3,009237","2,165817","1,1269","0,367229","0,345642","105,505356","27,089838","8,387035","1,594731","0,412159"
17,"6,125","131,351974","29,465914","10,127949","1,653619","0,413799","2,47804","1,85011","1,259115","0,538597","0,263174","3,015772","2,672148","1,408326","0,981375","0,293267","3,972527","2,007847","1,163484","0,403219","0,351398","126,864326","30,907541","10,388205","1,895809","0,440968"
17,"6,25","140,739746","29,771793","11,157464","1,801675","0,434027","2,073889","1,78966","1,133307","0,5424","0,286164","3,607875","2,641749","1,566442","1,252906","0,296023","4,86695","1,792425","1,185557","0,458162","0,385923","135,594894","31,319574","11,339726","2,074904","0,47557"
17,"6,375","131,994781","26,534832","10,747904","1,780978","0,452185","2,216937","1,655618","0,972053","0,525919","0,319379","4,28295","2,555317","1,670817","1,459132","0,294613","5,353296","1,551635","1,164175","0,509361","0,424672","127,55706","28,039663","10,875783","2,07652","0,501643"
17,"6,5","107,309883","20,679991","9,106377","1,600978","0,458209","2,619297","1,493368","0,829759","0,492487","0,352731","4,733552","2,464633","1,709385","1,529879","0,289298","5,276103","1,33749","1,100042","0,538853","0,446368","104,758911","22,157619","9,201168","1,894146","0,510211"
17,"6,625","74,711555","13,923173","6,878637","1,330498","0,44957","2,891885","1,373977","0,737915","0,451931","0,377","4,773984","2,402405","1,674462","1,443615","0,284496","4,720853","1,21183","1,014009","0,5372","0,441013","74,353767","15,400584","6,927593","1,582304","0,49948"
17,"6,75","43,745331","8,052346","4,78232","1,047901","0,431302","2,944924","1,33548","0,688341","0,414166","0,386145","4,385262","2,34773","1,561872","1,23976","0,286473","3,900845","1,19195","0,948473","0,507947","0,411067","45,369884","9,510798","4,756528","1,222214","0,473679"
17,"6,875","20,993509","4,177101","3,264358","0,81917","0,411397","2,783217","1,359186","0,649209","0,386344","0,379666","3,707127","2,265373","1,382808","1,004442","0,298289","3,058948","1,244634","0,946863","0,470052","0,36812","23,836672","5,556173","3,153224","0,890064","0,440469"
17,7,"8,555554","2,256268","2,372053","0,670907","0,395872","2,464843","1,371901","0,596005","0,369341","0,361877","2,986944","2,133848","1,166923","0,827479","0,316464","2,339903","1,293484","1,011475","0,443132","0,327263","11,814923","3,465109","2,206497","0,636826","0,407469"
,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,125","3,932351","2,221135","1,451749","1,091398","1,592595","2,728944","1,318675","1,624686","1,050949","1,063209","3,0866","1,243688","2,030708","1,041432","0,930697","4,827743","1,444258","1,498445","1,430508","0,825958","3,25039","2,186562","0,961824","1,376996","1,219021"
18,"0,25","4,42953","2,263672","1,707062","1,050796","1,527699","3,030344","1,17097","1,584842","1,035808","1,007502","3,686014","1,154772","2,16095","0,927642","0,840738","5,242237","1,657031","1,710254","1,354015","0,808511","3,880626","2,131245","0,939222","1,324149","1,124203"
18,"0,375","4,658507","2,440492","1,929722","0,98708","1,39755","3,18782","1,031483","1,537961","1,024007","0,923263","3,967942","1,056786","2,244126","0,849554","0,7481","5,157828","1,760617","1,884419","1,240512","0,767567","4,369559","2,21346","1,050831","1,197385","1,004592"
18,"0,5","4,698189","2,766209","2,047339","0,891112","1,228728","3,209672","0,936583","1,459033","1,014055","0,81444","3,893251","1,009744","2,263856","0,837431","0,671024","4,529663","1,714214","1,972515","1,111654","0,705335","4,711295","2,458192","1,275342","1,036555","0,880693"
18,"0,625","4,590133","3,248823","2,043411","0,778325","1,053816","3,124637","0,933263","1,343156","0,997352","0,693333","3,555471","1,112938","2,220969","0,896863","0,619592","3,546052","1,555222","1,968005","0,992142","0,635641","4,889053","2,836933","1,573375","0,905211","0,769487"
18,"0,75","4,478245","3,847817","1,9471","0,678096","0,902979","3,019855","1,047516","1,205588","0,969315","0,582346","3,137305","1,502661","2,110116","1,005462","0,592545","2,529915","1,4047","1,887893","0,8979","0,578611","4,997427","3,260844","1,868726","0,852157","0,682472"
18,"0,875","4,528099","4,444077","1,816209","0,619498","0,793288","2,978357","1,280501","1,064947","0,926361","0,504504","2,840173","2,319521","1,926779","1,118783","0,577835","1,769886","1,398154","1,760554","0,83364","0,548523","5,124418","3,600817","2,076674","0,886463","0,625118"
18,1,"4,867397","4,86902","1,699496","0,632123","0,723487","3,061268","1,592211","0,953357","0,869662","0,473531","2,792115","3,576966","1,670694","1,193267","0,56125","1,429476","1,607218","1,606645","0,798333","0,548393","5,345243","3,746825","2,138496","0,992908","0,59657"
18,"1,125","5,371075","4,97338","1,629514","0,733803","0,682304","3,252159","1,896408","0,906621","0,80701","0,489069","3,012875","5,106693","1,363635","1,205266","0,5394","1,499785","2,010256","1,448157","0,792631","0,575762","5,584203","3,665929","2,05132","1,141892","0,593095"
18,"1,25","5,96723","4,695808","1,607375","0,919245","0,659278","3,456658","2,09608","0,938264","0,748758","0,540074","3,435683","6,571939","1,039179","1,148996","0,523019","1,863055","2,48824","1,312065","0,812861","0,629705","5,754195","3,414253","1,860798","1,298117","0,609565"
