sujeto ,time ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
22,"2,625","56,937134","17,150835","5,700667","1,857925","0,524929","3,150058","1,75802","2,540695","1,35328","0,347045","2,56737","5,399309","9,311284","1,28831","0,541032","1,769346","17,303427","17,39019","1,687357","0,564866","48,693512","19,251598","6,512335","2,732062","0,682585"
22,"2,75","42,961025","13,017344","5,704319","1,866076","0,476667","2,751659","1,799349","2,554524","1,298226","0,334167","2,148058","5,69597","9,46382","1,356776","0,519223","1,462305","16,836447","17,606421","1,799844","0,604209","36,236382","15,05825","6,892375","2,853856","0,673887"
22,"2,875","27,334429","8,896193","5,602685","1,737096","0,440843","2,329632","1,872631","2,56991","1,209268","0,325003","1,813248","5,86188","8,670667","1,387116","0,500576","1,320622","15,324049","16,82305","1,804753","0,639784","22,757925","10,567688","7,32618","2,710445","0,663999"
22,3,"14,460875","6,016109","5,278691","1,504029","0,408854","1,917391","1,945172","2,503189","1,108974","0,327138","1,627072","5,952353","7,225464","1,376331","0,491714","1,268976","13,329474","15,386783","1,708894","0,667969","11,574018","7,004802","7,440626","2,346448","0,644473"
22,"3,125","6,826976","4,83193","4,787604","1,289499","0,375166","1,551988","2,00763","2,301095","1,021621","0,344783","1,664222","5,943734","5,608535","1,338945","0,493963","1,255501","11,405087","13,67649","1,54075","0,684649","4,964347","4,899928","7,062911","1,925416","0,613156"
22,"3,25","3,709366","4,965791","4,358767","1,206498","0,341071","1,265384","2,074764","1,981565","0,959037","0,374277","1,786108","5,750881","4,246959","1,299529","0,500831","1,243464","9,781591","11,910653","1,337022","0,687092","2,303461","4,057071","6,319191","1,598861","0,573766"
22,"3,375","3,105203","5,661649","4,241378","1,288119","0,312562","1,09241","2,132183","1,631477","0,926692","0,405528","1,970726","5,300277","3,323573","1,277831","0,501799","1,241596","8,403283","10,125894","1,138537","0,677537","2,033103","3,965934","5,537082","1,426074","0,533494"
22,"3,5","2,947498","6,375884","4,537388","1,486501","0,29631","1,041609","2,133357","1,34251","0,923139","0,42582","2,099089","4,637628","2,766937","1,28364","0,48941","1,263697","7,101539","8,271347","0,991939","0,661288","2,421381","4,261237","5,020638","1,379294","0,49941"
22,"3,625","2,771833","6,96757","5,143506","1,702085","0,297615","1,134811","2,028688","1,166463","0,937494","0,426173","2,157516","3,939992","2,403068","1,309114","0,46374","1,363154","5,842772","6,379942","0,930464","0,645327","2,879251","4,832462","4,87634","1,384307","0,475573"
22,"3,75","2,595751","7,306767","5,712264","1,825477","0,317269","1,367499","1,809702","1,090584","0,95426","0,404034","2,199071","3,390791","2,157932","1,331344","0,430627","1,540605","4,687537","4,639593","0,961462","0,632961","3,237288","5,514357","4,92233","1,367135","0,46087"
22,"3,875","2,985868","7,316552","5,874177","1,80995","0,349313","1,624957","1,543782","1,072764","0,962334","0,362954","2,346331","3,027964","2,026415","1,324016","0,398261","1,732428","3,720352","3,312636","1,057174","0,620414","3,645715","6,099588","4,830201","1,311362","0,450076"
22,4,"5,874763","7,243877","5,471663","1,667914","0,384232","1,944993","1,341787","1,071748","0,952451","0,310246","2,732744","2,8244","1,997466","1,266394","0,375394","1,885014","3,044593","2,478305","1,170326","0,601603","5,311645","6,621107","4,377469","1,237418","0,436895"
22,"4,125","13,012608","7,521477","4,717276","1,463767","0,413806","2,213675","1,301633","1,084714","0,9188","0,257156","3,36219","2,720982","2,050261","1,159085","0,37091","1,977303","2,746274","1,96563","1,255001","0,574434","9,318131","7,301697","3,694454","1,183028","0,419373"
22,"4,25","24,728584","8,511656","4,071089","1,270315","0,432648","2,539577","1,470593","1,143503","0,868347","0,219952","4,155663","2,655904","2,137633","1,034953","0,388257","2,100276","2,847003","1,595239","1,282886","0,542773","15,785753","8,401246","3,181752","1,170743","0,404175"
22,"4,375","38,345814","10,176488","3,826691","1,12602","0,43791","2,836868","1,819857","1,281797","0,81718","0,213845","4,905212","2,664299","2,199044","0,93734","0,422838","2,319678","3,235461","1,339001","1,257649","0,516631","23,325979","9,91223","3,083903","1,194908","0,40632"
22,"4,5","50,434822","11,993382","3,9723","1,034369","0,430591","3,142955","2,275095","1,50604","0,780742","0,244384","5,425648","2,839555","2,203443","0,893976","0,461895","2,717923","3,723022","1,229716","1,200345","0,508114","29,901695","11,435816","3,371486","1,239746","0,44026"
22,"4,625","56,406391","13,211757","4,240081","0,970363","0,415674","3,32691","2,748574","1,796286","0,765813","0,303196","5,544881","3,228523","2,180419","0,906385","0,489805","3,238001","4,141981","1,260287","1,124723","0,519946","32,969624","12,398113","3,804659","1,286722","0,509181"
22,"4,75","54,937431","13,233734","4,323079","0,904191","0,400256","3,338717","3,146481","2,085632","0,773224","0,374316","5,215764","3,765526","2,170738","0,954419","0,497165","3,824186","4,354256","1,418947","1,044988","0,545087","31,851925","12,330778","4,119921","1,331197","0,601212"
22,"4,875","45,899071","11,913675","4,022937","0,826281","0,39301","3,109775","3,373888","2,277917","0,790781","0,442885","4,53924","4,263415","2,20256","1,006876","0,485122","4,257187","4,288281","1,670993","0,97288","0,571142","26,585579","11,155307","4,14745","1,376172","0,693937"
22,5,"33,312473","9,629158","3,416685","0,753386","0,402037","2,710701","3,371998","2,307254","0,809476","0,498056","3,77666","4,536725","2,277555","1,043247","0,464262","4,439368","3,964409","1,972172","0,930519","0,589484","19,555204","9,231243","3,95948","1,425342","0,763883"
22,"5,125","20,888725","7,073961","2,686877","0,705599","0,431185","2,234267","3,144681","2,157123","0,822949","0,532101","3,226266","4,489944","2,335373","1,059696","0,447405","4,27922","3,489438","2,260054","0,93971","0,595235","12,904953","7,185212","3,699385","1,460809","0,796492"
22,"5,25","11,959954","4,853734","2,038062","0,697206","0,477018","1,830943","2,742143","1,872645","0,827377","0,541476","3,07365","4,148466","2,309038","1,066108","0,442879","3,868538","2,98945","2,45469","1,007784","0,587631","8,375364","5,520479","3,525379","1,464844","0,792174"
22,"5,375","7,465421","3,263267","1,622529","0,725423","0,528381","1,577682","2,261767","1,545817","0,823035","0,526748","3,299104","3,637153","2,17805","1,068752","0,450888","3,299439","2,571587","2,521367","1,119454","0,573036","6,361346","4,437786","3,554418","1,426206","0,76354"
22,"5,5","6,027218","2,245005","1,485288","0,775559","0,56961","1,479024","1,8011","1,273916","0,817457","0,492279","3,711905","3,085073","1,999332","1,062451","0,463924","2,707872","2,27647","2,502341","1,232288","0,556491","5,885501","3,798249","3,794728","1,349366","0,726208"
22,"5,625","5,924785","1,597762","1,582498","0,840188","0,58419","1,49093","1,443177","1,103408","0,825277","0,444516","4,055613","2,632558","1,857235","1,044675","0,472701","2,203876","2,124022","2,492082","1,305843","0,540035","5,931103","3,372181","4,183314","1,266008","0,690449"
22,"5,75","5,741599","1,178456","1,826359","0,926768","0,563511","1,45867","1,268427","1,03039","0,857428","0,391909","4,198183","2,37595","1,820087","1,021253","0,472072","1,828437","2,122056","2,556363","1,32643","0,525034","5,747694","3,00473","4,59818","1,228064","0,65839"
22,"5,875","6,246622","0,9903","2,131502","1,046157","0,511487","1,441171","1,321459","1,067237","0,911988","0,345648","4,021004","2,313524","1,909603","1,007998","0,464222","1,648683","2,238393","2,761142","1,324381","0,514263","6,012283","2,637582","4,929597","1,284511","0,626708"
22,6,"8,938138","1,276466","2,454551","1,193128","0,44244","1,398871","1,584198","1,254169","0,978093","0,318093","3,605904","2,352596","2,099256","1,019441","0,456869","1,613012","2,42351","3,207998","1,347282","0,513267","7,802124","2,519408","5,230205","1,446554","0,59073"
22,"6,125","15,875417","2,427369","2,763268","1,351624","0,375765","1,432322","1,992886","1,653354","1,038097","0,31792","3,059687","2,395937","2,309508","1,047565","0,455284","1,698543","2,650708","3,937809","1,415831","0,528338","12,387724","3,071862","5,591249","1,68761","0,549903"
22,"6,25","27,467432","4,634386","3,034914","1,489941","0,330142","1,470945","2,443831","2,285171","1,078505","0,345387","2,672268","2,398361","2,457527","1,06807","0,461221","1,81174","2,877153","4,857411","1,499654","0,564237","19,908762","4,573728","6,028293","1,938788","0,512495"
22,"6,375","42,173512","7,635939","3,232003","1,575537","0,318463","1,57133","2,829995","3,074284","1,09441","0,391255","2,589442","2,334571","2,527382","1,061653","0,475586","1,895981","3,042456","5,739107","1,534513","0,623883","29,287954","6,901255","6,425663","2,118904","0,489821"
22,"6,5","56,092144","10,682024","3,306213","1,595947","0,342424","1,568535","3,058613","3,870587","1,090469","0,440598","2,882575","2,202878","2,548377","1,023162","0,498015","1,890998","3,152132","6,358554","1,471541","0,703373","38,012985","9,469223","6,595911","2,19326","0,490459"
22,"6,625","64,985321","12,815297","3,197373","1,559057","0,39337","1,504831","3,086829","4,553054","1,073945","0,479648","3,435227","2,036623","2,580916","0,969866","0,527582","1,85435","3,22349","6,641594","1,301198","0,787934","43,382904","11,43633","6,351038","2,177047","0,515904"
22,"6,75","66,039047","13,307096","2,860249","1,490452","0,457183","1,307943","2,944803","5,051602","1,047026","0,500288","4,107031","1,919561","2,679534","0,929063","0,561767","1,851103","3,253584","6,641784","1,059513","0,856969","43,813881","12,080352","5,577437","2,109363","0,563617"
22,"6,875","58,751541","12,146816","2,354493","1,429673","0,518821","1,099768","2,744309","5,366635","1,010094","0,5005","4,706433","2,032252","2,874166","0,932567","0,593357","1,991877","3,221","6,482269","0,829991","0,890102","39,29427","11,281934","4,416726","2,051633","0,625137"
22,7,"45,844925","10,134243","1,840796","1,413005","0,567392","0,947922","2,609448","5,47939","0,960452","0,484228","5,046535","2,741625","3,116704","0,986168","0,611988","2,368636","3,124453","6,306334","0,69292","0,874593","31,498877","9,658034","3,240974","2,048945","0,688293"
,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"0,125","3,170235","5,723631","0,800777","1,088769","0,360479","3,693837","2,24182","0,898727","0,68216","0,291347","5,513802","56,507092","4,869614","2,632623","0,462576","3,190316","2,428822","1,777108","1,260186","0,199097","2,571434","6,6742","1,784176","1,32976","0,328802"
23,"0,25","3,032379","5,794143","0,742451","1,092466","0,391636","3,650063","2,20045","1,124454","0,701633","0,283633","5,769697","56,753361","4,728947","2,6915","0,442043","2,82406","2,323374","1,38479","1,290504","0,180576","2,884848","6,847012","1,646608","1,263563","0,333013"
23,"0,375","3,074077","5,861977","0,691894","1,08369","0,419785","3,583234","2,090317","1,314348","0,698569","0,287345","6,752175","56,740685","4,293752","2,650681","0,421809","2,421187","2,537741","1,133978","1,24421","0,182196","3,441208","7,215716","1,400835","1,161534","0,337919"
23,"0,5","3,341791","5,922338","0,709704","1,052178","0,439089","3,515973","1,960588","1,432539","0,67093","0,30144","8,126968","56,951866","3,652438","2,522731","0,402504","2,088652","3,012677","0,983031","1,131603","0,202934","4,168641","7,72767","1,142645","1,060093","0,343867"
23,"0,625","3,786852","5,982444","0,907137","0,996187","0,452136","3,431447","1,862509","1,472758","0,622133","0,319701","9,267079","57,221012","3,013606","2,340832","0,38877","1,91998","3,618472","0,912896","0,983813","0,237214","5,035491","8,160477","1,023994","0,987965","0,354415"
23,"0,75","4,465586","6,024192","1,35643","0,91963","0,465169","3,278576","1,833979","1,462796","0,5623","0,33539","9,568605","57,075794","2,634902","2,146695","0,385724","1,922255","4,164272","0,936732","0,840759","0,276152","6,043931","8,244525","1,152242","0,953087","0,370494"
23,"0,875","5,459572","6,03335","1,997471","0,828989","0,482612","2,985283","1,894261","1,422401","0,502498","0,346038","8,783895","56,067863","2,66727","1,959519","0,39508","2,028073","4,44823","1,070696","0,731687","0,310679","7,298057","7,843767","1,518192","0,936923","0,389393"
23,1,"6,883737","5,957952","2,654464","0,736353","0,501238","2,540036","2,051163","1,363389","0,458631","0,353156","7,18269","54,054974","3,006819","1,780233","0,413553","2,149567","4,347113","1,316129","0,669907","0,334848","8,9525","7,010274","2,010691","0,907516","0,406041"
23,"1,125","8,440928","5,834907","3,155057","0,666021","0,511933","2,028821","2,301077","1,292886","0,44562","0,35917","5,311278","51,000404","3,419161","1,605569","0,433773","2,206798","3,873595","1,650051","0,65357","0,346778","10,735779","6,112723","2,513165","0,8468","0,41726"
23,"1,25","9,790447","5,74005","3,391352","0,643953","0,505183","1,638537","2,618528","1,218466","0,46632","0,36445","3,834032","46,990314","3,720568","1,428501","0,448235","2,173508","3,16258","2,022223","0,665668","0,348073","12,328875","5,61558","2,938447","0,761365","0,420236"
23,"1,375","10,429191","5,707088","3,33068","0,686127","0,478217","1,578757","2,976327","1,118317","0,511473","0,367518","3,161893","41,998001","3,904677","1,242001","0,454088","2,137611","2,463703","2,358873","0,681661","0,344265","13,104075","5,791642","3,211593","0,683549","0,413709"
23,"1,5","10,112332","5,725128","3,038861","0,79035","0,438252","1,944981","3,361565","0,998027","0,560645","0,365834","3,271322","35,83054","4,021908","1,049931","0,454015","2,26334","2,001856","2,572639","0,687482","0,3426","12,763616","6,555418","3,283223","0,651599","0,398022"
23,"1,625","8,865809","5,739714","2,627232","0,929344","0,397942","2,659812","3,76879","0,871605","0,58986","0,358011","3,752242","28,464024","4,063844","0,863482","0,45593","2,635621","1,826955","2,574216","0,682188","0,347233","11,139145","7,50841","3,126843","0,682764","0,375701"
23,"1,75","7,030605","5,659472","2,198813","1,058041","0,370578","3,50416","4,155153","0,758965","0,584694","0,344489","4,256049","20,485851","4,008789","0,69751","0,466518","3,193537","1,869647","2,342084","0,668572","0,356093","8,639458","8,146281","2,766228","0,763914","0,352648"
23,"1,875","5,118664","5,391808","1,808159","1,134249","0,367275","4,229796","4,459275","0,673293","0,543641","0,327409","4,548309","13,168914","3,816688","0,57328","0,486577","3,779139","2,02401","1,945894","0,654444","0,361909","5,93747","8,111362","2,265938","0,859506","0,33767"
23,2,"3,487107","4,882545","1,451921","1,131453","0,391177","4,634305","4,592162","0,613607","0,483616","0,309347","4,479757","7,608517","3,445027","0,50953","0,509716","4,207078","2,222479","1,518751","0,647846","0,357236","3,686261","7,360769","1,724184","0,931897","0,341513"
23,"2,125","2,374436","4,117636","1,134297","1,045279","0,436444","4,585551","4,428844","0,569931","0,430091","0,291533","4,016712","4,120476","2,971377","0,519971","0,526653","4,288884","2,43804","1,208763","0,65591","0,338792","2,268206","6,065269","1,251239","0,962053","0,371956"
23,"2,25","1,89317","3,20995","0,892559","0,898131","0,490452","4,156151","3,948157","0,531679","0,4056","0,274047","3,311185","2,421427","2,555666","0,598622","0,53015","4,00442","2,701573","1,086712","0,678231","0,309855","1,715814","4,58477","0,947502","0,955248","0,428337"
23,"2,375","1,99106","2,456045","0,805467","0,729712","0,535702","3,588523","3,276025","0,510163","0,418612","0,257755","2,616779","2,021054","2,383664","0,710539","0,518956","3,510031","3,103872","1,156427","0,702573","0,2784","1,854403","3,412118","0,885397","0,933152","0,497573"
23,"2,5","2,731216","2,118481","0,930021","0,590607","0,556773","3,120951","2,598195","0,571797","0,463554","0,245913","2,155995","2,531904","2,609086","0,822425","0,496968","3,042639","3,685364","1,376303","0,715092","0,255504","2,665063","2,910859","1,088544","0,926262","0,557589"
23,"2,625","3,949592","2,288186","1,267192","0,522165","0,547257","2,901452","2,106226","0,79584","0,524195","0,243811","2,155361","3,727471","3,219343","0,907618","0,47257","2,762353","4,35294","1,674888","0,703736","0,25222","4,031513","3,152331","1,561013","0,95235","0,585977"
23,"2,75","5,429088","2,832523","1,75192","0,536592","0,512119","2,951456","1,894498","1,199909","0,583549","0,255243","2,543349","5,467473","4,095241","0,947634","0,453223","2,778744","4,881732","1,972142","0,670023","0,27491","5,9519","3,878129","2,260322","1,003742","0,570456"
23,"2,875","6,606037","3,450786","2,26559","0,610393","0,463978","3,239981","1,919553","1,706335","0,630673","0,279081","3,202701","7,51546","5,092453","0,938125","0,440181","2,988911","5,035382","2,197513","0,624864","0,32185","7,802114","4,650581","3,060738","1,049323","0,514617"
23,3,"7,235797","3,842656","2,649659","0,695264","0,416498","3,620842","2,034549","2,167414","0,662654","0,309579","3,740379","9,409397","6,046575","0,893464","0,429192","3,189119","4,696472","2,296528","0,581621","0,383518","9,269678","5,079547","3,762397","1,058046","0,434779"
23,"3,125","7,28416","3,854788","2,771109","0,744993","0,379586","4,039165","2,096818","2,4375","0,68463","0,34017","4,131236","10,622265","6,764095","0,848825","0,415098","3,286461","3,921756","2,248878","0,553141","0,447457","10,07933","4,971977","4,160326","1,021628","0,351132"
23,"3,25","6,842608","3,536547","2,587181","0,73724","0,357206","4,305656","2,016095","2,423033","0,699972","0,364857","3,98846","10,791037","7,100567","0,83914","0,395678","3,134105","2,921531","2,09576","0,544691","0,502844","10,11096","4,400352","4,1263","0,952036","0,279194"
23,"3,375","6,106573","3,037591","2,163081","0,677216","0,348749","4,442686","1,807405","2,145128","0,704322","0,380226","3,567219","9,863562","6,980853","0,878983","0,373587","2,783184","1,964715","1,921594","0,554932","0,54221","9,460911","3,584722","3,667264","0,865933","0,229172"
23,"3,5","5,293216","2,579684","1,6581","0,592296","0,352891","4,363936","1,531258","1,719272","0,689381","0,38674","2,807287","8,120201","6,427145","0,948053","0,355036","2,31718","1,250772","1,814985","0,578863","0,561746","8,380265","2,82531","2,928889","0,776077","0,206769"
23,"3,625","4,598691","2,323062","1,254725","0,517036","0,369907","4,163134","1,278716","1,317223","0,648071","0,387363","2,102221","6,079204","5,593602","1,002645","0,345515","1,803985","0,832677","1,80885","0,608431","0,560476","7,145394","2,32742","2,144036","0,697077","0,215719"
23,"3,75","4,174262","2,310452","1,0688","0,480759","0,401449","3,845553","1,113735","1,074042","0,583358","0,384729","1,533471","4,266389","4,731165","0,999464","0,349683","1,43776","0,654427","1,876364","0,63044","0,539408","6,012458","2,13596","1,517982","0,661775","0,258627"
23,"3,875","4,066192","2,444179","1,107472","0,497005","0,444074","3,491241","1,056592","1,039802","0,514077","0,380044","1,266547","3,031832","4,197155","0,932029","0,369521","1,228918","0,652558","1,976593","0,634992","0,500975","5,08045","2,148907","1,147827","0,720563","0,330107"
23,4,"4,235054","2,574028","1,271809","0,562208","0,48463","3,148204","1,072968","1,229455","0,467477","0,374037","1,259301","2,438744","4,282331","0,820855","0,401922","1,253644","0,818822","2,066127","0,617678","0,448744","4,379337","2,214096","1,002021","0,917249","0,413169"
23,"4,125","4,528863","2,5884","1,452211","0,662305","0,506313","2,828311","1,124648","1,692529","0,46276","0,367661","1,423091","2,359018","5,06975","0,704662","0,440441","1,453201","1,168931","2,14625","0,585337","0,389427","3,858554","2,237595","1,01579","1,252139","0,483555"
23,"4,25","4,626407","2,457832","1,589931","0,779838","0,498233","2,494194","1,221664","2,490733","0,497768","0,36159","1,636269","2,671482","6,361548","0,622078","0,47743","1,781829","1,664564","2,247947","0,555617","0,333875","3,352165","2,225152","1,146567","1,659291","0,520645"
23,"4,375","4,389339","2,17932","1,685547","0,899465","0,465178","2,168522","1,365048","3,586362","0,550325","0,356701","1,839138","3,398984","7,772039","0,598461","0,508529","2,190321","2,227439","2,403687","0,549686","0,296561","2,867749","2,212026","1,371995","2,02632","0,519182"
23,"4,5","3,796613","1,828202","1,815744","1,008874","0,426875","1,829126","1,530496","4,759108","0,592729","0,354673","2,040273","4,654636","8,808372","0,630424","0,536687","2,631936","2,805448","2,630638","0,585356","0,292191","2,438694","2,323654","1,722192","2,241544","0,489442"
23,"4,625","3,245915","1,522704","2,022991","1,100489","0,405883","1,571085","1,669048","5,680735","0,602532","0,356116","2,29233","6,422424","9,122874","0,699137","0,566551","3,043412","3,35719","2,907663","0,665262","0,331854","2,235583","2,685582","2,171738","2,247137","0,449394"
23,"4,75","3,575525","1,414581","2,278052","1,164344","0,414216","1,407274","1,737639","6,067849","0,573213","0,36047","2,800973","8,509437","8,740279","0,779538","0,599058","3,51665","3,886505","3,188224","0,772699","0,418706","2,830571","3,339603","2,618579","2,053756","0,414435"
23,"4,875","5,772103","1,606284","2,487448","1,187781","0,448153","1,519369","1,699081","5,817764","0,520337","0,366291","3,730045","10,517035","7,947466","0,8462","0,629472","4,159506","4,395549","3,404098","0,876162","0,546255","4,971561","4,191181","2,935035","1,731137","0,393309"
23,5,"10,097202","2,093407","2,539113","1,166748","0,491894","1,980702","1,543145","5,076503","0,473464","0,374499","5,319817","11,990893","7,114964","0,887154","0,6506","5,107846","4,836168","3,508582","0,943195","0,70005","8,91034","5,044152","3,012923","1,37511","0,394902"
23,"5,125","16,058157","2,752136","2,369118","1,109048","0,527366","2,801865","1,300426","4,164917","0,456057","0,388298","7,318847","12,628309","6,485907","0,899877","0,654377","6,282921","5,077557","3,464234","0,95742","0,858851","14,234468","5,677616","2,83223","1,065355","0,428142"
23,"5,25","21,828876","3,380848","2,001131","1,030836","0,541882","3,767","1,037927","3,401577","0,478085","0,411188","9,437491","12,417427","6,063607","0,886325","0,633735","7,382562","5,001133","3,270438","0,928573","0,994128","19,439142","5,931192","2,465137","0,842262","0,495804"
23,"5,375","25,748644","3,779246","1,548254","0,952181","0,53295","4,591878","0,824526","2,934896","0,536806","0,443936","10,975543","11,52389","5,634846","0,861897","0,588922","8,079507","4,590293","2,968641","0,894668","1,077531","23,14715","5,765929","2,033007","0,708761","0,588287"
23,"5,5","26,139292","3,827137","1,151659","0,888736","0,506171","4,875942","0,720942","2,703317","0,618873","0,483014","11,372018","10,208358","4,9822","0,847536","0,530678","8,046999","3,929364","2,637238","0,898322","1,090354","23,776173","5,259972","1,66497","0,646154","0,681884"
23,"5,625","23,116135","3,511242","0,909549","0,844956","0,468536","4,64883","0,738418","2,509866","0,708797","0,520405","10,55488","8,751698","4,051685","0,85878","0,474048","7,360494","3,17029","2,382848","0,962979","1,030027","21,380716","4,536558","1,442138","0,638572","0,744207"
23,"5,75","17,576128","2,93249","0,837087","0,820899","0,426339","3,839982","0,869301","2,226222","0,797198","0,545639","8,692055","7,396881","3,030031","0,897376","0,429685","6,228034","2,484329","2,295347","1,077744","0,9124","16,548334","3,715117","1,370648","0,677931","0,749152"
23,"5,875","11,488745","2,245177","0,880243","0,814235","0,385032","2,857696","1,087521","1,877237","0,879869","0,550973","6,528382","6,292171","2,19451","0,945729","0,399131","5,125548","1,978472","2,379708","1,201149","0,765818","11,005996","2,884587","1,388493","0,751286","0,693047"
23,6,"6,434091","1,652386","0,977409","0,818756","0,349542","1,879961","1,343834","1,567858","0,954598","0,534723","4,563252","5,51784","1,715562","0,973485","0,374854","4,338522","1,666055","2,570826","1,283138","0,62073","6,19728","2,157428","1,417476","0,838432","0,597764"
23,"6,125","3,36422","1,336531","1,085836","0,828571","0,324189","1,244494","1,62406","1,388041","1,013875","0,502893","3,283105","5,082637","1,583923","0,954945","0,348007","4,050544","1,499651","2,7468","1,287674","0,500416","3,143762","1,696408","1,400942","0,916304","0,49976"
23,"6,25","2,135153","1,393422","1,161197","0,841482","0,310976","0,949299","1,922623","1,343375","1,046644","0,467501","2,633657","4,937508","1,64779","0,883972","0,316976","4,130423","1,420812","2,797786","1,210572","0,418588","1,849078","1,669693","1,299453","0,970265","0,433048"
23,"6,375","1,899514","1,876257","1,18171","0,874982","0,309521","0,903045","2,218782","1,354495","1,042598","0,438405","2,355163","5,010617","1,729042","0,784271","0,291521","4,281319","1,404377","2,668195","1,072164","0,380073","1,599184","2,219067","1,130604","1,009946","0,413222"
23,"6,5","1,952735","2,758353","1,143822","0,955119","0,315428","0,926943","2,463067","1,320991","0,99778","0,417893","2,135428","5,234495","1,741284","0,689623","0,281483","4,294664","1,437246","2,387046","0,907504","0,380092","1,779667","3,321869","0,945735","1,057357","0,429858"
23,"6,625","2,071365","3,859773","1,094901","1,093141","0,321795","0,956505","2,588984","1,196464","0,917427","0,400963","1,824648","5,503157","1,643106","0,622107","0,28947","4,106796","1,50153","2,045363","0,754662","0,406259","2,130785","4,68631","0,828007","1,125","0,45675"
23,"6,75","2,386102","4,988214","1,144517","1,272922","0,323645","0,983388","2,540832","1,002535","0,814152","0,381115","1,434473","5,776401","1,476591","0,592784","0,31051","3,675784","1,622503","1,762083","0,644506","0,442286","2,647773","6,036089","0,892539","1,204063","0,4696"
23,"6,875","2,933503","5,964096","1,423847","1,455815","0,320989","1,063168","2,318591","0,8049","0,705361","0,357494","1,014745","6,077853","1,302119","0,608152","0,335522","3,244048","1,866364","1,674613","0,604391","0,471093","3,287132","7,223546","1,281999","1,280909","0,459931"
23,7,"3,72965","6,668165","1,988197","1,582408","0,319449","1,285619","2,000546","0,656682","0,606537","0,332059","0,74101","6,402037","1,158327","0,68412","0,361075","2,935388","2,303719","1,863","0,653803","0,480842","3,947834","8,277102","2,10064","1,343569","0,433326"
,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"0,125","2,445915","7,861484","2,357699","1,039244","1,100812","4,137873","4,229346","0,821679","1,711978","0,832583","4,692423","59,594032","2,337062","0,916042","0,83307","4,578938","6,376515","1,132893","1,661285","1,047161","4,65271","13,352459","2,812469","1,461693","1,235182"
24,"0,25","2,691698","6,910408","2,656441","1,022561","1,076738","4,342464","3,843569","0,745098","1,919874","0,847716","3,831051","57,638611","2,103678","0,95457","0,858136","4,731461","6,807042","1,147106","1,770871","1,141176","5,505627","11,599689","3,042383","1,369225","1,185556"
24,"0,375","3,006418","5,846233","2,776856","1,029206","1,033144","4,212204","3,282088","0,661682","2,039378","0,843906","3,005622","54,136086","1,87734","1,069278","0,889727","4,736145","6,897113","1,138232","1,812716","1,201784","6,451796","9,488799","3,030919","1,292279","1,137169"
24,"0,5","3,343016","5,162317","2,674495","1,075221","0,962148","3,820502","2,671476","0,583781","2,046292","0,820765","2,614261","50,198006","1,621274","1,257674","0,911837","4,621622","6,648687","1,093874","1,766094","1,237188","7,327819","7,755132","2,785151","1,293174","1,090055"
24,"0,625","3,741575","5,303634","2,381519","1,176776","0,867137","3,315038","2,165614","0,543442","1,938917","0,79657","2,84395","46,528229","1,391442","1,489125","0,91259","4,479633","6,172029","1,055819","1,63304","1,261574","8,142388","7,039624","2,389041","1,391277","1,049172"
24,"0,75","4,323574","6,408329","2,020964","1,325441","0,764871","2,858605","1,876643","0,560834","1,748982","0,795864","3,606372","43,665878","1,218315","1,717655","0,890738","4,541914","5,603257","1,101528","1,439671","1,287925","9,015297","7,536808","1,984636","1,556061","1,023481"
24,"0,875","5,327026","8,208785","1,731308","1,486654","0,681895","2,535055","1,818141","0,627665","1,532519","0,825499","4,649737","42,210773","1,119798","1,894687","0,854582","5,050145","5,061913","1,300151","1,240556","1,316888","10,157387","8,883459","1,7012","1,719731","1,014535"
24,1,"7,074499","10,108876","1,58759","1,610091","0,645818","2,330849","1,912024","0,724891","1,344383","0,868261","5,78043","42,830276","1,122856","1,984389","0,813791","6,100371","4,670601","1,68477","1,103072","1,336982","11,952115","10,353255","1,576856","1,808385","1,015055"
24,"1,125","9,771549","11,47795","1,585185","1,644925","0,67025","2,205228","2,045061","0,83734","1,216335","0,895154","7,01553","45,763248","1,343145","1,972694","0,775191","7,531877","4,549308","2,242006","1,072106","1,337303","14,735789","11,25342","1,561731","1,777765","1,015234"
24,"1,25","13,169942","11,832952","1,672335","1,576052","0,747582","2,086273","2,156339","0,961144","1,150225","0,886812","8,296572","50,125546","1,850811","1,869811","0,74442","8,944676","4,759245","2,906446","1,147139","1,319353","18,327572","11,146956","1,573304","1,629293","1,009205"
