sujeto ,tiempo,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
2,"5,375","3,095767","0,759675","1,448777","1,160227","1,142723","2,148164","1,035679","2,32541","2,376718","4,758595","2,010115","1,192006","1,040905","1,545972","1,360125","3,175385","2,191932","2,010974","1,838531","1,958851","4,155193","0,405252","1,146552","1,066563","1,266848"
2,"5,5","3,246556","0,992516","1,34598","1,21431","1,097054","2,528222","0,935651","1,961161","2,54722","4,759553","1,708525","1,060409","1,278079","1,596206","1,317643","4,17239","2,047518","2,273053","1,779048","2,111673","4,185014","0,320164","1,135415","1,05321","1,249572"
2,"5,625","3,463592","1,280073","1,350902","1,25603","1,03767","2,787973","0,806955","1,596234","2,770666","4,402665","1,709389","0,931446","1,628424","1,632773","1,289092","5,476181","1,796595","2,492522","1,739704","2,267114","4,246596","0,312076","1,261381","1,049063","1,210355"
2,"5,75","3,389074","1,470092","1,484907","1,271392","0,98547","2,806252","0,690529","1,338205","2,941199","3,821399","1,828214","0,918951","2,121829","1,660461","1,290723","6,754584","1,512829","2,675818","1,712215","2,375631","4,107266","0,310371","1,492384","1,050794","1,180803"
2,"5,875","3,216133","1,458828","1,719299","1,275135","0,961008","2,568178","0,612363","1,267101","3,012767","3,233216","1,971809","1,081915","2,729007","1,714731","1,323685","7,675742","1,26843","2,853312","1,70407","2,402088","3,91988","0,289886","1,773942","1,074691","1,184796"
2,6,"2,96419","1,276835","2,009704","1,290643","0,972172","2,157286","0,589599","1,403862","2,980213","2,820977","2,131311","1,40812","3,347303","1,83629","1,372939","8,084557","1,110086","3,081901","1,73026","2,339353","3,88417","0,278841","2,070931","1,140666","1,224656"
2,"6,125","2,983065","1,038835","2,274402","1,322487","1,013472","1,715702","0,607356","1,704772","2,86468","2,653388","2,356138","1,799422","3,835105","2,020655","1,418934","7,9728","1,052804","3,403239","1,789331","2,206624","4,171957","0,296428","2,33343","1,241248","1,283045"
2,"6,25","3,298801","0,87908","2,454354","1,364839","1,069897","1,35319","0,626117","2,098526","2,719256","2,687606","2,669522","2,102441","4,090629","2,223852","1,443702","7,458603","1,048603","3,821625","1,869832","2,035389","4,779911","0,353225","2,550186","1,353784","1,334395"
2,"6,375","4,10141","0,863924","2,543124","1,414229","1,126387","1,122595","0,621547","2,531507","2,611058","2,82719","3,036537","2,218101","4,087667","2,388093","1,439961","6,696022","1,07411","4,304504","1,956134","1,86282","5,604529","0,457338","2,737534","1,456882","1,363159"
2,"6,5","4,850203","0,995425","2,579175","1,466105","1,173475","1,024792","0,603938","2,978991","2,57884","2,987808","3,357547","2,174697","3,889107","2,46251","1,415231","5,792932","1,189808","4,756743","2,039092","1,720226","6,308396","0,623106","2,908797","1,534618","1,372265"
2,"6,625","5,565975","1,191779","2,605788","1,502027","1,206496","0,994261","0,59757","3,467282","2,604907","3,115645","3,513988","2,059113","3,620852","2,41009","1,379982","4,803915","1,459025","5,064178","2,112558","1,625846","6,788253","0,868233","3,050589","1,56969","1,374641"
2,"6,75","5,792392","1,349546","2,628888","1,497673","1,224385","0,957851","0,639578","4,013327","2,64581","3,173887","3,4367","1,963821","3,384262","2,226452","1,33965","3,839837","1,871165","5,117749","2,172121","1,585839","6,955551","1,202066","3,114322","1,555875","1,383298"
2,"6,875","5,689458","1,458992","2,610053","1,440221","1,225255","0,889864","0,789218","4,564931","2,67604","3,137887","3,178671","1,928426","3,211798","1,950403","1,291346","3,058143","2,337559","4,856859","2,217181","1,598625","7,036691","1,588309","3,021883","1,503984","1,402885"
2,7,"5,419924","1,603542","2,490463","1,330394","1,207834","0,844325","1,077708","4,969661","2,70636","3,00387","2,886299","1,944773","3,063074","1,656634","1,231001","2,553647","2,72779","4,282298","2,241041","1,65723","7,173077","1,972849","2,7148","1,426972","1,42821"
,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"0,125","4,458028","20,896902","2,34786","1,823185","0,521004","2,180151","4,912455","1,491857","1,762776","0,721276","11,058835","24,369217","11,277803","1,572243","0,607461","4,301228","5,936184","2,861143","2,791473","3,315468","5,565926","23,563042","2,385252","2,12752","0,450204"
3,"0,25","4,875959","21,878981","2,288502","2,040256","0,51137","2,164414","4,981258","1,50153","1,5538","0,818554","11,748802","29,167585","9,20143","1,457595","0,581802","3,936323","5,51595","3,145357","3,372177","3,16675","5,861553","24,48229","2,345124","2,274171","0,460624"
3,"0,375","5,169134","21,937368","2,159826","2,192401","0,50019","2,150348","5,150942","1,525143","1,356224","0,894923","11,856299","34,858669","7,791796","1,41651","0,551848","3,642174","5,089145","3,262302","4,474009","3,385564","5,957467","24,656055","2,259116","2,318448","0,466505"
3,"0,5","5,398278","20,861839","2,10722","2,246672","0,494262","2,112035","5,278553","1,655196","1,227995","0,926","11,270091","38,916599","7,239257","1,438346","0,528546","3,302781","4,607673","3,149317","5,802688","3,955045","5,84398","23,711479","2,304433","2,238009","0,466039"
3,"0,625","5,545477","18,728601","2,225385","2,182075","0,497983","2,078218","5,237406","1,92299","1,192791","0,906003","9,92697","39,329773","7,151142","1,474842","0,521032","2,890371","4,111296","2,813822","6,942395","4,771149","5,453645","21,56089","2,567867","2,044562","0,459414"
3,"0,75","5,850225","15,875213","2,511603","2,001594","0,509994","2,064855","4,959063","2,248274","1,229802","0,850838","8,019804","35,642742","7,044087","1,477435","0,529528","2,438105","3,673066","2,348651","7,531662","5,679944","5,106328","18,442669","2,994317","1,780984","0,448468"
3,"0,875","6,205094","12,769291","2,860431","1,740131","0,524023","2,071738","4,469207","2,511558","1,28365","0,783424","5,966716","28,843025","6,574248","1,418441","0,54421","2,044303","3,400228","1,937724","7,411744","6,523536","4,916739","14,833774","3,413765","1,502843","0,435201"
3,1,"6,596588","9,915541","3,103139","1,447594","0,530361","2,08632","3,868676","2,61464","1,298609","0,721248","4,190294","20,847006","5,68933","1,292531","0,550024","1,802359","3,375349","1,772955","6,665651","7,171264","4,873921","11,351342","3,6127","1,253934","0,419822"
3,"1,125","6,749109","7,790892","3,140065","1,181014","0,521085","2,091249","3,29858","2,54109","1,24654","0,669339","2,940169","13,594714","4,582514","1,11951","0,535592","1,73541","3,600837","1,928991","5,572977","7,526933","4,834837","8,616022","3,474626","1,060157","0,40284"
3,"1,25","6,677193","6,652494","2,958896","0,987989","0,497774","2,067589","2,855105","2,353602","1,134412","0,630087","2,235387","8,278929","3,548945","0,933558","0,498405","1,868593","3,974376","2,341805","4,490281","7,538498","4,733467","6,981553","3,021934","0,927332","0,387085"
3,"1,375","6,378898","6,394506","2,608016","0,888021","0,469401","2,024077","2,607395","2,125267","1,000119","0,610037","1,918856","5,051566","2,794468","0,771657","0,448543","2,169636","4,378164","2,861285","3,694455","7,219766","4,528395","6,391714","2,407873","0,848504","0,378048"
3,"1,5","5,800027","6,607071","2,225582","0,873958","0,448691","2,153279","2,623616","1,953556","0,906694","0,620043","1,852387","3,362309","2,364132","0,667353","0,405912","2,605194","4,78529","3,384573","3,379256","6,707913","4,203708","6,425381","1,869777","0,806348","0,381515"
3,"1,625","5,346043","6,968278","1,960493","0,921967","0,445121","2,718019","3,009292","1,926077","0,921659","0,674143","2,012674","2,65554","2,195523","0,64081","0,39457","3,13874","5,278742","4,150548","3,756208","6,26906","4,072484","6,728094","1,576629","0,779562","0,399282"
3,"1,75","6,002281","7,429132","1,946624","1,009612","0,461417","3,879973","3,879407","2,059984","1,088808","0,779432","2,478681","2,565308","2,20316","0,694976","0,431444","3,729078","5,931979","5,525325","4,949304","6,205281","5,124259","7,232699","1,582911","0,756566","0,425802"
3,"1,875","9,610163","8,03548","2,150645","1,12351","0,491513","5,546277","5,196105","2,28971","1,392804","0,92203","3,31311","2,739634","2,305987","0,822348","0,514997","4,359041","6,708686","7,66118","6,848887","6,6701","9,241711","8,030771","1,754469","0,739033","0,448972"
3,2,"16,422491","8,79733","2,430773","1,251713","0,521557","7,273518","6,696302","2,513868","1,759297","1,069648","4,397677","2,974165","2,50999","1,001742","0,622584","4,972501","7,437184","10,285082","9,084228","7,548635","16,632332","9,151424","1,896819","0,729755","0,456246"
3,"2,125","26,28968","9,539432","2,608851","1,366786","0,536582","8,576856","7,941231","2,634759","2,075205","1,18544","5,501938","3,131732","2,74535","1,182526","0,718966","5,460787","7,828915","12,719822","11,144702","8,482353","27,145168","10,346657","1,893631","0,725153","0,442477"
3,"2,25","36,138592","9,931773","2,593889","1,425238","0,529091","8,965615","8,477594","2,595836","2,236957","1,24327","6,302406","3,125419","2,875167","1,311578","0,772886","5,590249","7,644599","14,204338","12,565131","9,052926","37,430759","11,145552","1,762871","0,711523","0,41262"
3,"2,375","42,993416","9,68881","2,369143","1,394283","0,50117","8,372224","8,05781","2,387145","2,189003","1,238515","6,546591","2,929854","2,780573","1,352812","0,772109","5,372696","6,793445","14,206666","13,102106","9,062926","44,555061","11,100711","1,577265","0,673296","0,376892"
3,"2,5","44,342606","8,705227","2,000326","1,26857","0,462558","6,987483","6,77698","2,053058","1,945334","1,184166","6,138889","2,579339","2,442035","1,301259","0,727133","4,841952","5,43127","12,680843","12,777412","8,673133","45,814327","10,024816","1,425481","0,607371","0,346178"
3,"2,625","39,369709","7,197938","1,617684","1,07694","0,427464","5,302785","5,045938","1,684814","1,597885","1,101407","5,246238","2,205886","1,957579","1,184389","0,663027","4,241942","3,887012","10,126019","11,848904","8,290595","40,555481","8,195526","1,400642","0,52839","0,329361"
3,"2,75","30,03055","5,684963","1,337544","0,87282","0,407032","3,776751","3,405333","1,372685","1,276356","1,009495","4,217631","2,027893","1,476616","1,043257","0,604264","3,818146","2,621314","7,360979","10,668458","8,307471","30,956715","6,308794","1,534121","0,467256","0,329897"
3,"2,875","19,299475","4,734845","1,187184","0,71097","0,402053","2,732111","2,292796","1,158891","1,083133","0,919535","3,388065","2,214075","1,123171","0,915577","0,563213","3,712501","1,976812","5,094502","9,511475","8,841319","20,151043","5,136425","1,765245","0,453452","0,343933"
3,3,"10,432897","4,627544","1,149302","0,626831","0,403313","2,236029","1,856563","1,040269","1,063031","0,83484","2,93776","2,780528","0,960304","0,824229","0,536817","3,908428","1,988152","3,665819","8,492193","9,64928","11,564917","5,078347","2,011012","0,498091","0,361828"
3,"3,125","5,024488","5,173337","1,163024","0,625748","0,398193","2,130437","1,912547","0,983101","1,201051","0,756199","2,849336","3,576893","0,981477","0,777131","0,511295","4,179205","2,432712","2,982967","7,61226","10,269675","6,909782","5,888554","2,18467","0,589833","0,374808"
3,"3,25","3,067848","5,832693","1,149197","0,678277","0,377427","2,14952","2,10938","0,958095","1,440918","0,685058","2,955101","4,335403","1,118822","0,773222","0,474182","4,269714","2,994923","2,735086","6,838921","10,355428","5,967836","6,834764","2,22274","0,69794","0,377698"
3,"3,375","2,990442","6,037493","1,053758","0,748351","0,342139","2,194906","2,198274","0,973079","1,712322","0,626111","3,019946","4,768332","1,27966","0,806833","0,425954","4,068001","3,462101","2,677876","6,208491","9,905999","6,94082","7,155097","2,095399","0,79653","0,369719"
3,"3,5","3,341804","5,566209","0,88858","0,816733","0,302061","2,200923","2,141908","1,044985","1,952462","0,587717","2,931131","4,71951","1,395218","0,868689","0,379336","3,584648","3,72586","2,722341","5,897325","9,211142","8,142726","6,594681","1,818105","0,873732","0,353348"
3,"3,625","3,459777","4,564228","0,725233","0,882579","0,270255","2,149576","1,981074","1,158067","2,114836","0,576004","2,72616","4,209312","1,441024","0,939773","0,348597","2,969358","3,723942","2,856153","6,077908","8,622571","8,763357","5,396194","1,490676","0,937645","0,333892"
3,"3,75","3,265601","3,385275","0,627459","0,947631","0,25452","1,98668","1,802719","1,281858","2,175206","0,591018","2,500072","3,415523","1,427967","0,988785","0,341251","2,380652","3,483983","3,098142","6,794386","8,327654","8,67522","4,073703","1,22787","0,997309","0,317182"
3,"3,875","2,846646","2,398011","0,632659","1,011735","0,253545","1,724429","1,696191","1,399677","2,123473","0,624553","2,295207","2,577737","1,398175","0,99549","0,356578","1,904517","3,085935","3,44308","7,930267","8,317174","7,954958","3,079366","1,117491","1,053364","0,305443"
3,4,"2,320583","1,830595","0,739216","1,067413","0,260375","1,380316","1,70808","1,525082","1,96885","0,66576","2,088215","1,890784","1,398213","0,95825","0,386985","1,547006","2,646061","3,879282","9,229056","8,456919","6,777511","2,636389","1,180126","1,093073","0,298846"
3,"4,125","1,865428","1,732202","0,909582","1,102524","0,272644","1,033638","1,827519","1,670567","1,758069","0,704834","1,915629","1,478978","1,456068","0,890302","0,423866","1,34193","2,290271","4,376376","10,325181","8,601775","5,454759","2,752091","1,368118","1,104186","0,301397"
3,"4,25","1,64934","1,955076","1,08348","1,106307","0,295991","0,756735","1,987423","1,828187","1,573156","0,735855","1,881539","1,336817","1,548616","0,808788","0,462529","1,283753","2,078975","4,845607","10,876597","8,684845","4,307837","3,180638","1,584153","1,090246","0,318432"
3,"4,375","2,039113","2,276787","1,220659","1,08052","0,341178","0,583671","2,127384","1,97153","1,503455","0,75696","2,154031","1,35526","1,600097","0,729713","0,501951","1,380774","2,163335","5,277957","10,813109","8,7188","3,896438","3,616242","1,772035","1,077605","0,354446"
3,"4,5","3,87559","2,592306","1,321445","1,048245","0,415403","0,517364","2,243222","2,064307","1,603422","0,771355","2,871155","1,451547","1,539217","0,668483","0,541555","1,648324","2,747649","5,628425","10,36819","8,742645","5,23838","3,956296","1,936114","1,10821","0,409962"
3,"4,625","8,365193","2,906432","1,437086","1,049537","0,512517","0,58887","2,369111","2,095421","1,844193","0,783763","4,140082","1,575788","1,370759","0,635507","0,57671","2,104609","3,960738","5,827983","9,895426","8,75672","9,759236","4,247365","2,122554","1,225168","0,47731"
3,"4,75","15,912976","3,226731","1,595007","1,110994","0,615118","0,892461","2,514746","2,083843","2,115608","0,793922","5,91843","1,712969","1,168594","0,623979","0,599298","2,683604","5,645912","5,81708","9,666778","8,702598","17,777416","4,522734","2,324977","1,434183","0,54477"
3,"4,875","25,572847","3,529713","1,77599","1,229612","0,703772","1,489192","2,656337","2,059694","2,282218","0,795869","7,977311","1,919655","1,058445","0,624724","0,603607","3,304147","7,382427","5,561617","9,799007","8,517102","28,109169","4,785448","2,484388","1,69548","0,60362"
3,5,"35,194252","3,739673","1,912067","1,36613","0,765196","2,308666","2,734436","2,036679","2,250273","0,782603","9,891094","2,257481","1,168787","0,625916","0,590964","3,86699","8,659663","5,072823","10,179922","8,18663","38,307796","4,961423","2,510322","1,931793","0,649519"
3,"5,125","41,695854","3,768142","1,974825","1,457331","0,794596","3,115759","2,690965","2,008837","2,006776","0,751682","11,134156","2,696586","1,592211","0,621807","0,57049","4,231476","9,060929","4,403433","10,521877","7,765852","45,049709","4,940572","2,364719","2,053373","0,680433"
3,"5,25","42,883801","3,573173","2,026136","1,464912","0,793541","3,62491","2,539012","2,039514","1,648221","0,710668","11,321208","3,177499","2,362761","0,625509","0,55713","4,258784","8,501055","3,687375","10,567905","7,339831","46,100601","4,650115","2,129099","2,021","0,696758"
3,"5,375","38,203293","3,201244","2,18322","1,389383","0,766564","3,704105","2,34956","2,204723","1,314821","0,673788","10,420331","3,65148","3,397558","0,656657","0,564487","4,001986","7,216294","3,08721","10,174289","6,986089","40,871296","4,119153","1,977282","1,854163","0,69804"
3,"5,5","29,371975","2,832191","2,534692","1,261878","0,71815","3,554446","2,215151","2,545861","1,118302","0,654576","8,887237","4,155142","4,478427","0,724508","0,595382","3,785755","5,66987","2,952184","9,416753","6,767367","31,147005","3,522798","2,07293","1,60915","0,684706"
3,"5,625","19,479836","2,70453","3,05932","1,131714","0,655707","3,551356","2,166672","3,033247","1,106231","0,661696","7,384707","4,78442","5,320679","0,819266","0,641151","4,014886","4,417942","3,738877","8,568935","6,763388","20,259869","3,110286","2,454476","1,353536","0,662467"
3,"5,75","11,529171","3,027797","3,614086","1,046837","0,593321","4,426841","2,196138","3,538738","1,253754","0,694631","6,478291","5,607162","5,685341","0,912617","0,68732","5,469593","3,905618","5,627701","7,905418","7,104243","11,373473","3,100854","2,98739","1,147982","0,643412"
